	220.422	438.295
	3.79984e-06	3.79984e-06
	0.00976562	0.0195312
	257.895	472.807
	222.124	436.597
	3.79984e-06	3.79984e-06
	0.0107422	0.0205078
	257.895	472.807
	223.818	434.899
	3.79984e-06	3.79984e-06
	0.0107422	0.0205078
	257.895	472.807
	225.516	433.201
	3.79984e-06	3.79984e-06
	0.0107422	0.0205078
	257.895	472.807
	227.214	431.504
	3.79984e-06	3.79984e-06
	0.0117188	0.0205078
	257.895	472.807
	228.915	429.806
	3.79984e-06	3.79984e-06
	0.0107422	0.0205078
	257.895	472.807
	230.606	428.108
	3.79984e-06	3.79984e-06
	0.0107422	0.0205078
	257.895	472.807
	232.307	426.41
	3.79984e-06	3.79984e-06
	0.0117188	0.0205078
	257.895	472.807
	234.008	424.712
	3.79984e-06	3.79984e-06
	0.0107422	0.0205078
	257.895	472.807
	235.706	423.014
	3.79984e-06	3.79984e-06
	0.0117188	0.0195312
	257.895	472.807
	237.403	421.317
	3.79984e-06	3.79984e-06
	0.0107422	0.0195312
	257.895	472.807
	239.1	419.619
	3.79984e-06	3.79984e-06
	0.0117188	0.0185547
	257.895	472.807
	240.797	417.921
	3.79984e-06	3.79984e-06
	0.0107422	0.0205078
	257.895	472.807
	242.495	416.223
	3.79984e-06	3.79984e-06
	0.0126953	0.0195312
	257.895	472.807
	244.193	414.525
	3.79984e-06	3.79984e-06
	0.0117188	0.0185547
	300.877	429.825
	245.891	412.827
	3.79984e-06	3.79984e-06
	0.0107422	0.0205078
	300.877	429.825
	247.589	411.13
	3.79984e-06	3.79984e-06
	0.0126953	0.0195312
	300.877	429.825
	249.287	409.432
	3.79984e-06	3.79984e-06
	0.0126953	0.0185547
	300.877	429.825
	250.984	407.734
	3.79984e-06	3.79984e-06
	0.0117188	0.0195312
	300.877	429.825
	252.683	406.036
	3.79984e-06	3.79984e-06
	0.0117188	0.0175781
	300.877	429.825
	254.381	404.338
	3.79984e-06	3.79984e-06
	0.0117188	0.0185547
	300.877	429.825
	256.078	402.64
	3.79984e-06	3.79984e-06
	0.0117188	0.0195312
	300.877	429.825
	257.776	400.943
	3.79984e-06	3.79984e-06
	0.0117188	0.0185547
	300.877	429.825
	259.474	399.244
	3.79984e-06	3.79984e-06
	0.0117188	0.0185547
	300.877	429.825
	261.172	397.547
	3.79984e-06	3.79984e-06
	0.0117188	0.0195312
	300.877	429.825
	262.868	395.849
	3.79984e-06	3.79984e-06
	0.0117188	0.0175781
	300.877	429.825
	264.567	394.151
	3.79984e-06	3.79984e-06
	0.0117188	0.0175781
	300.877	429.825
	266.267	392.454
	3.79984e-06	3.79984e-06
	0.0126953	0.0185547
	300.877	429.825
	267.961	390.755
	3.79984e-06	3.79984e-06
	0.0126953	0.0185547
	300.877	429.825
	269.663	389.057
	3.79984e-06	3.79984e-06
	0.0136719	0.0185547
	300.877	429.825
	271.357	387.36
	3.79984e-06	3.79984e-06
	0.0117188	0.0185547
	300.877	429.825
	273.057	385.662
	3.79984e-06	3.79984e-06
	0.0126953	0.0185547
	300.877	429.825
	274.756	383.964
	3.79984e-06	3.79984e-06
	0.0136719	0.0185547
	300.877	429.825
	276.452	382.266
	3.79984e-06	3.79984e-06
	0.0126953	0.0175781
	300.877	429.825
	278.149	380.568
	3.79984e-06	3.79984e-06
	0.0136719	0.0175781
	300.877	429.825
	279.847	378.871
	3.79984e-06	3.79984e-06
	0.0126953	0.0175781
	300.877	429.825
	281.545	377.173
	3.79984e-06	3.79984e-06
	0.0136719	0.0166016
	300.877	429.825
	283.243	375.475
	3.79984e-06	3.79984e-06
	0.0126953	0.0185547
	300.877	429.825
	284.942	373.777
	3.79984e-06	3.79984e-06
	0.0136719	0.0175781
	300.877	429.825
	286.639	372.079
	3.79984e-06	3.79984e-06
	0.0126953	0.0166016
	300.877	386.842
	288.337	370.381
	3.79984e-06	3.79984e-06
	0.0146484	0.0185547
	343.86	386.842
	290.035	368.683
	3.79984e-06	3.79984e-06
	0.0136719	0.0175781
	343.86	386.842
	291.733	366.986
	3.79984e-06	3.79984e-06
	0.0136719	0.0166016
	343.86	386.842
	293.43	365.288
	3.79984e-06	3.79984e-06
	0.0136719	0.0175781
	343.86	386.842
	295.128	363.59
	3.79984e-06	3.79984e-06
	0.0126953	0.0166016
	343.86	386.842
	296.827	361.892
	3.79984e-06	3.79984e-06
	0.0146484	0.0175781
	343.86	386.842
	298.524	360.194
	3.79984e-06	3.79984e-06
	0.0146484	0.015625
	343.86	386.842
	300.222	358.497
	3.79984e-06	3.79984e-06
	0.0146484	0.0166016
	343.86	386.842
	301.92	356.799
	3.79984e-06	3.79984e-06
	0.0146484	0.0175781
	343.86	386.842
	303.617	355.101
	3.79984e-06	3.79984e-06
	0.0146484	0.015625
	343.86	386.842
	305.315	353.403
	3.79984e-06	3.79984e-06
	0.0146484	0.015625
	343.86	386.842
	307.014	351.705
	3.79984e-06	3.79984e-06
	0.0146484	0.0166016
	343.86	386.842
	308.712	350.007
	3.79984e-06	3.79984e-06
	0.015625	0.0166016
	343.86	386.842
	310.408	348.309
	3.79984e-06	3.79984e-06
	0.0136719	0.0166016
	343.86	386.842
	312.108	346.612
	3.79984e-06	3.79984e-06
	0.0146484	0.0166016
	343.86	386.842
	313.804	344.914
	3.79984e-06	3.79984e-06
	0.0146484	0.0166016
	343.86	386.842
	315.503	343.216
